Date,Store Location,Product Category,Product Name,Quantity Sold,Unit Price (₦),Total Sales (₦),Payment Method,Salesperson
01/01/2025,Central Area,Snacks,Biscuits,1000,924.57,924570,,Cynthia
01/01/2025,Wuse,Snacks,Meat Pie,15,85.9,1288.5,Transfer,Dami
01/01/2025,Central Area,Beverages,Five Alive Juice,1000,549.67,549670,Transfer,Fatima
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,-1,-194.12,-500,Transfer,Alice
01/01/2025,Maitama,Uncategorised,Unknown Product,0,1268.24,-500,POS,Bola
01/01/2025,Garki,Snacks,Biscuits,-1,-120.37,100000,Transfer,Fatima
01/01/2025,Utako,Uncategorised,Unknown Product,5,695.02,3475.1,,Unknown
01/01/2025,Central Area,Beverages,Five Alive Juice,0,1078.2,100000,Transfer,Dami
01/01/2025,Wuse,Snacks,Biscuits,1000,839.26,839260,Cash,Chinedu
01/01/2025,Wuse,Beverages,Pepsi,-1,1178.25,0,Cash,Fatima
01/01/2025,Gwarinpa,Household Items,Detergent,1,-44.68,100000,,Alice
01/01/2025,Wuse,Snacks,Meat Pie,1000,1364.56,1364560,Cash,Alice
01/01/2025,Wuse,Uncategorised,Unknown Product,0,-36.32,100000,,Emeka
01/01/2025,Maitama,Uncategorised,Unknown Product,8,1637.12,13096.96,Transfer,Unknown
01/01/2025,Wuse,Snacks,Chin Chin,11,-62.2,-500,,Emeka
01/01/2025,Utako,Beverages,Coca-Cola,1000,1720.02,1720020,Transfer,Unknown
01/01/2025,Maitama,Household Items,Hand Sanitizer,0,-4.92,-500,,Chinedu
01/01/2025,Gwarinpa,Snacks,Meat Pie,12,983.45,11801.4,Transfer,Cynthia
01/01/2025,Wuse,Snacks,Cake,0,-489.86,100000,Cash,Emeka
01/01/2025,Utako,Snacks,Biscuits,0,1203.18,100000,Transfer,Fatima
01/01/2025,Wuse,Beverages,Pepsi,1000,251.39,251390,,Fatima
01/01/2025,Gwarinpa,Snacks,Plantain Chips,0,665.54,-500,Cash,Fatima
01/01/2025,Garki,Household Items,Toilet Roll,1000,444.08,444080,Cash,Emeka
01/01/2025,Utako,Household Items,Hand Sanitizer,2,990.9,1981.8,,Alice
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,1382.49,-500,POS,Cynthia
01/01/2025,Maitama,Uncategorised,Unknown Product,2,1932.85,3865.7,Transfer,Cynthia
01/01/2025,Garki,Snacks,Biscuits,-1,851.97,-500,Cash,Chinedu
01/01/2025,Central Area,Uncategorised,Unknown Product,9,1796.46,16168.14,Transfer,Unknown
01/01/2025,Wuse,Beverages,Water,0,-196.82,100000,Cash,Dami
01/01/2025,Central Area,Household Items,Toilet Roll,0,1659.11,0,Cash,Chinedu
01/01/2025,Wuse,Snacks,Plantain Chips,1000,-109.87,0,POS,Unknown
01/01/2025,Utako,Uncategorised,Unknown Product,-1,533.76,100000,,Dami
01/01/2025,Gwarinpa,Snacks,Plantain Chips,0,743.56,100000,Transfer,Dami
01/01/2025,Garki,Beverages,Fanta,1000,226.89,226890,,Unknown
01/01/2025,Central Area,Snacks,Biscuits,-1,-16.64,100000,POS,Alice
01/01/2025,Maitama,Beverages,Fanta,0,-191.96,-500,,Alice
01/01/2025,Wuse,Uncategorised,Unknown Product,0,665.76,100000,Transfer,Bola
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,-1,509.77,0,Cash,Dami
01/01/2025,Maitama,Household Items,Hand Sanitizer,0,1017.41,100000,Transfer,Bola
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,1575.61,100000,Transfer,Alice
01/01/2025,Garki,Uncategorised,Unknown Product,4,818.56,3274.24,POS,Alice
01/01/2025,Gwarinpa,Snacks,Meat Pie,10,464.36,4643.6,,Chinedu
01/01/2025,Maitama,Household Items,Dish Soap,1000,1608.14,1608140,,Alice
01/01/2025,Gwarinpa,Snacks,Cake,-1,-485.82,0,POS,Unknown
01/01/2025,Wuse,Beverages,Water,0,1302.25,-500,Cash,Chinedu
01/01/2025,Wuse,Uncategorised,Unknown Product,-1,-214.38,-500,POS,Unknown
01/01/2025,Central Area,Household Items,Hand Sanitizer,18,159.93,2878.74,POS,Bola
01/01/2025,Gwarinpa,Household Items,Detergent,17,503.72,8563.24,,Unknown
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,1000,991.29,991290,Transfer,Chinedu
01/01/2025,Central Area,Snacks,Chin Chin,0,649.45,100000,Transfer,Bola
01/01/2025,Maitama,Uncategorised,Unknown Product,-1,754.44,-500,,Unknown
01/01/2025,Garki,Uncategorised,Unknown Product,0,769.18,100000,POS,Fatima
01/01/2025,Garki,Uncategorised,Unknown Product,-1,489.11,-500,POS,Fatima
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1604.13,100000,Cash,Alice
01/01/2025,Central Area,Beverages,Five Alive Juice,-1,379.52,-500,Transfer,Bola
01/01/2025,Gwarinpa,Household Items,Toilet Roll,-1,-361.96,-500,POS,Dami
01/01/2025,Gwarinpa,Beverages,Fanta,0,1702.18,0,Cash,Bola
01/01/2025,Wuse,Uncategorised,Unknown Product,8,1315.96,10527.68,,Fatima
01/01/2025,Central Area,Household Items,Dish Soap,1000,1712.5,1712500,,Emeka
01/01/2025,Central Area,Household Items,Hand Sanitizer,0,1929.52,-500,Transfer,Unknown
01/01/2025,Wuse,Household Items,Hand Sanitizer,0,1466.6,0,POS,Emeka
01/01/2025,Central Area,Uncategorised,Unknown Product,-1,1250.53,0,Cash,Fatima
01/01/2025,Wuse,Beverages,Coca-Cola,-1,1604.35,-500,POS,Dami
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,-1,546.13,100000,POS,Unknown
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,7,-264.37,0,,Cynthia
01/01/2025,Central Area,Uncategorised,Unknown Product,-1,1738.53,-500,Cash,Unknown
01/01/2025,Utako,Snacks,Chin Chin,-1,1091.25,0,,Chinedu
01/01/2025,Garki,Beverages,Coca-Cola,0,1128.17,-500,Transfer,Bola
01/01/2025,Utako,Household Items,Air Freshener,1000,1591.44,1591440,POS,Bola
01/01/2025,Wuse,Beverages,Coca-Cola,-1,-471.82,0,Transfer,Chinedu
01/01/2025,Central Area,Beverages,Water,0,559.19,0,Transfer,Unknown
01/01/2025,Gwarinpa,Household Items,Detergent,1000,802.9,802900,Cash,Unknown
01/01/2025,Wuse,Uncategorised,Unknown Product,17,-286.08,-500,Transfer,Emeka
01/01/2025,Central Area,Beverages,Fanta,-1,473.12,-500,POS,Emeka
01/01/2025,Maitama,Beverages,Fanta,16,430.7,6891.2,POS,Alice
01/01/2025,Wuse,Beverages,Pepsi,1000,1661.65,1661650,,Unknown
01/01/2025,Maitama,Snacks,Chin Chin,19,698.71,13275.49,Transfer,Alice
01/01/2025,Gwarinpa,Snacks,Chin Chin,13,-43.75,0,,Alice
01/01/2025,Wuse,Snacks,Meat Pie,0,-150.53,-500,Cash,Cynthia
01/01/2025,Wuse,Uncategorised,Unknown Product,0,14.5,0,Transfer,Fatima
01/01/2025,Garki,Snacks,Chin Chin,0,951.52,100000,POS,Dami
01/01/2025,Garki,Snacks,Chin Chin,0,90.62,-500,Transfer,Chinedu
01/01/2025,Central Area,Beverages,Fanta,6,-130.41,-500,POS,Unknown
01/01/2025,Garki,Uncategorised,Unknown Product,0,1592.31,0,Cash,Cynthia
01/01/2025,Central Area,Uncategorised,Unknown Product,3,544.37,1633.11,Transfer,Alice
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,1000,-154,0,POS,Alice
01/01/2025,Wuse,Household Items,Air Freshener,0,1278.88,100000,,Cynthia
01/01/2025,Wuse,Beverages,Coca-Cola,1000,1232.96,1232960,Transfer,Emeka
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,5,199.8,999,Cash,Chinedu
01/01/2025,Utako,Uncategorised,Unknown Product,-1,1532.08,-500,Cash,Alice
01/01/2025,Garki,Beverages,Pepsi,-1,515,-500,Transfer,Dami
01/01/2025,Central Area,Beverages,Pepsi,0,1946.15,0,,Cynthia
01/01/2025,Central Area,Beverages,Water,1000,813.37,813370,POS,Alice
01/01/2025,Gwarinpa,Snacks,Cake,1000,1270.91,1270910,POS,Dami
01/01/2025,Maitama,Uncategorised,Unknown Product,3,603.03,1809.09,POS,Bola
01/01/2025,Gwarinpa,Beverages,Fanta,0,-478.44,100000,POS,Cynthia
01/01/2025,Maitama,Beverages,Pepsi,13,60.57,787.41,POS,Unknown
01/01/2025,Maitama,Beverages,Five Alive Juice,0,1377.76,-500,POS,Alice
01/01/2025,Central Area,Snacks,Cake,1000,1401.45,1401450,POS,Unknown
01/01/2025,Central Area,Uncategorised,Unknown Product,9,980.88,8827.92,POS,Dami
01/01/2025,Gwarinpa,Household Items,Hand Sanitizer,1000,-454.89,0,POS,Dami
01/01/2025,Central Area,Snacks,Chin Chin,12,333.04,3996.48,POS,Alice
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,1260.36,100000,POS,Cynthia
01/01/2025,Wuse,Household Items,Toilet Roll,1000,98.88,98880,POS,Unknown
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,14,1531.28,21437.92,POS,Alice
01/01/2025,Gwarinpa,Beverages,Coca-Cola,1000,1652.33,1652330,Transfer,Emeka
01/01/2025,Central Area,Uncategorised,Unknown Product,1000,-135.46,100000,,Emeka
01/01/2025,Central Area,Snacks,Biscuits,-1,-499.79,-500,Cash,Cynthia
01/01/2025,Garki,Snacks,Plantain Chips,13,14.05,182.65,Transfer,Unknown
01/01/2025,Central Area,Beverages,Coca-Cola,0,-271.5,0,,Fatima
01/01/2025,Central Area,Beverages,Pepsi,0,477.58,100000,POS,Unknown
01/01/2025,Gwarinpa,Snacks,Plantain Chips,1000,1834.38,1834380,Cash,Bola
01/01/2025,Central Area,Uncategorised,Unknown Product,19,650.01,12350.19,,Dami
01/01/2025,Garki,Beverages,Pepsi,16,1021.05,16336.8,,Fatima
01/01/2025,Maitama,Snacks,Cake,1000,1221.29,1221290,POS,Alice
01/01/2025,Garki,Household Items,Hand Sanitizer,1000,-340.59,-500,,Alice
01/01/2025,Utako,Household Items,Air Freshener,-1,423.35,-500,,Chinedu
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,7,1854.78,12983.46,Cash,Alice
01/01/2025,Utako,Household Items,Toilet Roll,1000,561.42,561420,,Chinedu
01/01/2025,Utako,Snacks,Meat Pie,14,-441.75,0,,Alice
01/01/2025,Maitama,Uncategorised,Unknown Product,-1,-186.56,100000,POS,Cynthia
01/01/2025,Wuse,Household Items,Hand Sanitizer,-1,548.97,-500,Transfer,Alice
01/01/2025,Maitama,Snacks,Chin Chin,7,1575.16,11026.12,Cash,Alice
01/01/2025,Maitama,Uncategorised,Unknown Product,5,702.75,3513.75,Transfer,Cynthia
01/01/2025,Wuse,Snacks,Biscuits,1000,1072.95,1072950,,Chinedu
01/01/2025,Wuse,Beverages,Fanta,1000,1324.54,1324540,Transfer,Fatima
01/01/2025,Central Area,Beverages,Water,14,878.11,12293.54,POS,Cynthia
01/01/2025,Central Area,Snacks,Chin Chin,1000,-260.78,100000,Cash,Chinedu
01/01/2025,Central Area,Beverages,Fanta,0,-189.28,0,Cash,Alice
01/01/2025,Gwarinpa,Beverages,Five Alive Juice,0,421.05,-500,POS,Alice
01/01/2025,Central Area,Uncategorised,Unknown Product,18,367.12,6608.16,Cash,Unknown
01/01/2025,Utako,Snacks,Chin Chin,0,1993.52,0,Transfer,Emeka
01/01/2025,Wuse,Beverages,Fanta,-1,1480.43,0,POS,Emeka
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,1000,89.59,89590,,Fatima
01/01/2025,Utako,Snacks,Plantain Chips,0,585.3,100000,,Bola
01/01/2025,Maitama,Uncategorised,Unknown Product,2,628.94,1257.88,POS,Dami
01/01/2025,Central Area,Uncategorised,Unknown Product,-1,420.22,100000,,Cynthia
01/01/2025,Garki,Household Items,Toilet Roll,1000,1873.07,1873070,Transfer,Unknown
01/01/2025,Utako,Beverages,Coca-Cola,18,421.09,7579.62,POS,Fatima
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,1000,1229.08,1229080,Cash,Fatima
01/01/2025,Central Area,Snacks,Meat Pie,16,1299.82,20797.12,Transfer,Emeka
01/01/2025,Wuse,Household Items,Toilet Roll,0,1804.44,0,,Unknown
01/01/2025,Central Area,Beverages,Water,0,1117.46,100000,Transfer,Alice
01/01/2025,Gwarinpa,Snacks,Chin Chin,4,1876.13,7504.52,POS,Unknown
01/01/2025,Central Area,Uncategorised,Unknown Product,1000,1086.64,1086640,Transfer,Alice
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,17,1135.76,19307.92,,Chinedu
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,213.57,-500,Cash,Emeka
01/01/2025,Central Area,Uncategorised,Unknown Product,0,1867.91,-500,Cash,Fatima
01/01/2025,Gwarinpa,Snacks,Meat Pie,-1,1656.1,100000,,Alice
01/01/2025,Garki,Uncategorised,Unknown Product,10,97.99,979.9,Cash,Chinedu
01/01/2025,Garki,Beverages,Fanta,-1,352.94,100000,Transfer,Emeka
01/01/2025,Wuse,Uncategorised,Unknown Product,12,1102.27,13227.24,,Chinedu
01/01/2025,Gwarinpa,Snacks,Cake,17,1775.48,30183.16,Transfer,Alice
01/01/2025,Gwarinpa,Snacks,Plantain Chips,1000,761.16,761160,Transfer,Alice
01/01/2025,Wuse,Beverages,Coca-Cola,6,354.25,2125.5,POS,Dami
01/01/2025,Central Area,Household Items,Detergent,0,150.32,100000,,Bola
01/01/2025,Gwarinpa,Snacks,Chin Chin,1000,781.04,781040,POS,Fatima
01/01/2025,Wuse,Beverages,Pepsi,0,-119.26,100000,,Emeka
01/01/2025,Garki,Snacks,Chin Chin,1000,1838.93,1838930,,Unknown
01/01/2025,Garki,Household Items,Dish Soap,-1,-45.29,0,POS,Unknown
01/01/2025,Utako,Beverages,Five Alive Juice,0,-439.82,-500,POS,Fatima
01/01/2025,Central Area,Uncategorised,Unknown Product,-1,1564.56,-500,POS,Fatima
01/01/2025,Gwarinpa,Snacks,Biscuits,-1,675.24,-500,,Alice
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,1458.15,-500,Transfer,Bola
01/01/2025,Wuse,Household Items,Toilet Roll,-1,1178.24,100000,,Alice
01/01/2025,Utako,Uncategorised,Unknown Product,0,932.86,0,Transfer,Unknown
01/01/2025,Wuse,Uncategorised,Unknown Product,15,1394.37,20915.55,Transfer,Cynthia
01/01/2025,Gwarinpa,Household Items,Hand Sanitizer,1000,-228.79,-500,POS,Fatima
01/01/2025,Central Area,Beverages,Water,20,305.92,6118.4,Cash,Unknown
01/01/2025,Wuse,Household Items,Detergent,0,894.19,-500,Transfer,Emeka
01/01/2025,Wuse,Household Items,Detergent,3,1892.65,5677.95,Transfer,Bola
01/01/2025,Wuse,Uncategorised,Unknown Product,0,832.67,0,Transfer,Bola
01/01/2025,Garki,Snacks,Plantain Chips,-1,1587.94,0,POS,Chinedu
01/01/2025,Central Area,Uncategorised,Unknown Product,1000,33.34,33340,,Bola
01/01/2025,Wuse,Uncategorised,Unknown Product,-1,1427.04,-500,Cash,Unknown
01/01/2025,Central Area,Snacks,Biscuits,1000,233.49,233490,,Cynthia
01/01/2025,Garki,Beverages,Pepsi,-1,580.92,-500,,Fatima
01/01/2025,Central Area,Household Items,Toilet Roll,2,764.27,1528.54,,Alice
01/01/2025,Wuse,Uncategorised,Unknown Product,-1,1100.92,0,Transfer,Fatima
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1809.59,100000,Cash,Cynthia
01/01/2025,Central Area,Snacks,Chin Chin,0,1339.43,0,POS,Unknown
01/01/2025,Central Area,Uncategorised,Unknown Product,7,1487.86,10415.02,Cash,Unknown
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1328.94,0,Cash,Dami
01/01/2025,Utako,Beverages,Five Alive Juice,16,765.32,12245.12,Transfer,Unknown
01/01/2025,Wuse,Snacks,Cake,0,125.72,-500,Transfer,Alice
01/01/2025,Central Area,Snacks,Meat Pie,-1,292.69,0,Cash,Emeka
01/01/2025,Central Area,Beverages,Coca-Cola,1000,-100.86,100000,,Emeka
01/01/2025,Wuse,Beverages,Coca-Cola,-1,1031.2,100000,,Dami
01/01/2025,Wuse,Beverages,Five Alive Juice,6,811.74,4870.44,Cash,Dami
01/01/2025,Central Area,Beverages,Five Alive Juice,0,1848.37,100000,,Cynthia
01/01/2025,Wuse,Beverages,Coca-Cola,13,1578.22,20516.86,,Bola
01/01/2025,Wuse,Household Items,Detergent,19,1166.08,22155.52,,Unknown
01/01/2025,Wuse,Uncategorised,Unknown Product,0,-314.53,100000,POS,Alice
01/01/2025,Garki,Household Items,Hand Sanitizer,-1,209.53,100000,,Unknown
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,-1,-423.07,0,POS,Bola
01/01/2025,Maitama,Beverages,Five Alive Juice,11,1180.13,12981.43,Transfer,Chinedu
01/01/2025,Wuse,Uncategorised,Unknown Product,8,235.81,1886.48,POS,Unknown
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,896.27,100000,POS,Fatima
01/01/2025,Maitama,Household Items,Dish Soap,15,212.87,3193.05,,Unknown
01/01/2025,Wuse,Household Items,Air Freshener,-1,1591,100000,Transfer,Alice
01/01/2025,Maitama,Beverages,Fanta,7,1810.04,12670.28,POS,Dami
01/01/2025,Gwarinpa,Snacks,Plantain Chips,20,747.63,14952.6,,Cynthia
01/01/2025,Garki,Beverages,Pepsi,0,1640.02,100000,,Cynthia
01/01/2025,Utako,Beverages,Water,-1,1236.03,0,POS,Fatima
01/01/2025,Gwarinpa,Snacks,Biscuits,0,83.93,-500,Cash,Chinedu
01/01/2025,Utako,Beverages,Coca-Cola,-1,99.08,0,,Alice
01/01/2025,Garki,Snacks,Meat Pie,0,1404.71,-500,,Alice
01/01/2025,Maitama,Household Items,Detergent,20,289.12,5782.4,POS,Unknown
01/01/2025,Wuse,Uncategorised,Unknown Product,0,-306.57,0,,Unknown
01/01/2025,Central Area,Household Items,Dish Soap,0,691.01,-500,Cash,Chinedu
01/01/2025,Garki,Household Items,Toilet Roll,0,1785.76,-500,POS,Bola
01/01/2025,Wuse,Snacks,Meat Pie,-1,1768.7,0,Cash,Alice
01/01/2025,Central Area,Household Items,Toilet Roll,0,-247.52,100000,,Unknown
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,-1,-418.46,0,,Dami
01/01/2025,Central Area,Uncategorised,Unknown Product,20,713.54,14270.8,POS,Alice
01/01/2025,Utako,Uncategorised,Unknown Product,11,1236.02,13596.22,Transfer,Emeka
01/01/2025,Central Area,Uncategorised,Unknown Product,1000,-121.56,100000,Cash,Unknown
01/01/2025,Garki,Snacks,Biscuits,0,-441.44,0,POS,Unknown
01/01/2025,Central Area,Uncategorised,Unknown Product,1000,1306.08,1306080,Cash,Unknown
01/01/2025,Garki,Snacks,Plantain Chips,1000,1085.73,1085730,,Alice
01/01/2025,Maitama,Uncategorised,Unknown Product,1000,239.12,239120,Transfer,Emeka
01/01/2025,Utako,Snacks,Chin Chin,1000,651.51,651510,Cash,Chinedu
01/01/2025,Garki,Household Items,Air Freshener,-1,1394.27,-500,Cash,Alice
01/01/2025,Utako,Snacks,Cake,5,1978.11,9890.55,Cash,Alice
01/01/2025,Maitama,Snacks,Plantain Chips,18,-430.61,100000,,Emeka
01/01/2025,Central Area,Uncategorised,Unknown Product,-1,172.17,100000,POS,Alice
01/01/2025,Wuse,Snacks,Cake,0,-354.01,0,Cash,Dami
01/01/2025,Central Area,Beverages,Pepsi,1000,1010.45,1010450,POS,Fatima
01/01/2025,Wuse,Beverages,Pepsi,4,1851.92,7407.68,Cash,Unknown
01/01/2025,Wuse,Household Items,Hand Sanitizer,-1,-55.51,100000,Transfer,Bola
01/01/2025,Utako,Beverages,Five Alive Juice,0,-163.55,0,Transfer,Dami
01/01/2025,Garki,Household Items,Dish Soap,1000,912.06,912060,,Emeka
01/01/2025,Central Area,Household Items,Toilet Roll,15,-419.45,-500,Cash,Alice
01/01/2025,Central Area,Uncategorised,Unknown Product,-1,-104.59,0,,Alice
01/01/2025,Central Area,Uncategorised,Unknown Product,3,286.07,858.21,Transfer,Unknown
01/01/2025,Central Area,Beverages,Pepsi,1000,429.84,429840,Cash,Unknown
01/01/2025,Utako,Beverages,Fanta,0,1469.1,0,,Alice
01/01/2025,Central Area,Uncategorised,Unknown Product,-1,380.05,100000,Transfer,Emeka
01/01/2025,Garki,Uncategorised,Unknown Product,0,250.7,0,Cash,Dami
01/01/2025,Central Area,Beverages,Five Alive Juice,1000,647.75,647750,Transfer,Alice
01/01/2025,Maitama,Uncategorised,Unknown Product,1000,49.16,49160,Transfer,Dami
01/01/2025,Utako,Snacks,Cake,0,478.26,-500,,Emeka
01/01/2025,Gwarinpa,Beverages,Coca-Cola,-1,142.61,100000,POS,Alice
01/01/2025,Utako,Uncategorised,Unknown Product,-1,1382.45,-500,,Alice
01/01/2025,Wuse,Snacks,Meat Pie,0,-166.4,0,Cash,Unknown
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,-1,67.97,0,POS,Alice
01/01/2025,Wuse,Uncategorised,Unknown Product,7,1154.06,8078.42,POS,Emeka
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,1000,1937.05,1937050,Transfer,Unknown
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,1000,340.23,340230,,Emeka
01/01/2025,Gwarinpa,Snacks,Plantain Chips,19,1959.58,37232.02,Cash,Fatima
01/01/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1286.74,-500,Cash,Alice
01/01/2025,Central Area,Uncategorised,Unknown Product,-1,1410.85,0,Cash,Chinedu
01/01/2025,Gwarinpa,Beverages,Five Alive Juice,1000,170.09,170090,Transfer,Chinedu
01/01/2025,Central Area,Uncategorised,Unknown Product,14,965.82,13521.48,Cash,Dami
01/01/2025,Gwarinpa,Household Items,Hand Sanitizer,-1,79.47,-500,Cash,Bola
01/01/2025,Utako,Uncategorised,Unknown Product,-1,1535.81,0,Transfer,Alice
01/01/2025,Gwarinpa,Household Items,Toilet Roll,6,1768.04,10608.24,Transfer,Alice
01/01/2025,Wuse,Beverages,Coca-Cola,1000,422.09,422090,,Bola
01/01/2025,Central Area,Beverages,Coca-Cola,0,1459.09,-500,,Cynthia
01/01/2025,Wuse,Uncategorised,Unknown Product,0,-150.13,0,,Emeka
01/01/2025,Garki,Household Items,Hand Sanitizer,1000,642.53,642530,POS,Bola
01/01/2025,Central Area,Uncategorised,Unknown Product,0,1066.06,-500,,Fatima
01/01/2025,Wuse,Uncategorised,Unknown Product,0,752.83,0,,Bola
02/01/2025,Wuse,Uncategorised,Unknown Product,-1,428.5,-500,Cash,Chinedu
02/01/2025,Garki,Uncategorised,Unknown Product,-1,1147.89,0,Transfer,Emeka
02/01/2025,Central Area,Household Items,Hand Sanitizer,1000,564.3,564300,,Unknown
02/01/2025,Central Area,Snacks,Cake,-1,41.68,-500,Cash,Cynthia
02/01/2025,Utako,Uncategorised,Unknown Product,-1,681.42,-500,Cash,Unknown
02/01/2025,Central Area,Snacks,Cake,0,1059.49,100000,Transfer,Emeka
02/01/2025,Central Area,Beverages,Water,15,1770.27,26554.05,Transfer,Chinedu
02/01/2025,Maitama,Beverages,Five Alive Juice,1000,1357.13,1357130,Transfer,Alice
02/01/2025,Central Area,Beverages,Fanta,1000,1321.87,1321870,Transfer,Bola
02/01/2025,Wuse,Beverages,Fanta,1000,6.75,6750,POS,Alice
02/01/2025,Maitama,Uncategorised,Unknown Product,1000,-144.15,0,Cash,Alice
02/01/2025,Central Area,Household Items,Air Freshener,1000,1390.67,1390670,Transfer,Unknown
02/01/2025,Maitama,Beverages,Coca-Cola,1000,610.18,610180,Transfer,Unknown
02/01/2025,Wuse,Household Items,Hand Sanitizer,1000,1620.64,1620640,,Bola
02/01/2025,Utako,Snacks,Chin Chin,-1,496.18,0,Cash,Alice
02/01/2025,Garki,Household Items,Detergent,0,738.64,-500,Cash,Alice
02/01/2025,Garki,Uncategorised,Unknown Product,1000,-79.99,0,,Chinedu
02/01/2025,Wuse,Uncategorised,Unknown Product,0,1064.55,0,,Emeka
02/01/2025,Maitama,Uncategorised,Unknown Product,0,-458.89,0,,Unknown
02/01/2025,Wuse,Uncategorised,Unknown Product,-1,966.6,100000,POS,Chinedu
02/01/2025,Wuse,Snacks,Cake,0,1085.73,0,POS,Alice
02/01/2025,Utako,Uncategorised,Unknown Product,0,1192.08,0,Cash,Chinedu
02/01/2025,Central Area,Uncategorised,Unknown Product,-1,1599.66,100000,Cash,Bola
02/01/2025,Central Area,Uncategorised,Unknown Product,1000,-256.71,100000,,Unknown
02/01/2025,Central Area,Beverages,Five Alive Juice,0,901.57,-500,Transfer,Bola
02/01/2025,Wuse,Uncategorised,Unknown Product,-1,-347.44,-500,,Dami
02/01/2025,Central Area,Household Items,Detergent,0,1805.68,-500,Cash,Alice
02/01/2025,Utako,Beverages,Pepsi,0,913.37,-500,Cash,Unknown
02/01/2025,Central Area,Uncategorised,Unknown Product,0,1090.64,0,,Alice
02/01/2025,Wuse,Uncategorised,Unknown Product,0,-93.44,0,Transfer,Cynthia
02/01/2025,Central Area,Beverages,Coca-Cola,1000,522.14,522140,POS,Unknown
02/01/2025,Gwarinpa,Uncategorised,Unknown Product,0,865.84,-500,,Fatima
02/01/2025,Wuse,Beverages,Coca-Cola,19,1878.04,35682.76,,Fatima
02/01/2025,Gwarinpa,Uncategorised,Unknown Product,4,444.05,1776.2,,Dami
02/01/2025,Utako,Household Items,Detergent,0,1136.87,100000,Transfer,Fatima
02/01/2025,Gwarinpa,Uncategorised,Unknown Product,1000,-223.09,100000,Transfer,Emeka
02/01/2025,Utako,Snacks,Biscuits,12,905.32,10863.84,,Emeka
02/01/2025,Utako,Household Items,Detergent,-1,1665.68,0,Cash,Fatima
02/01/2025,Gwarinpa,Beverages,Fanta,10,-259.68,-500,,Bola
02/01/2025,Maitama,Uncategorised,Unknown Product,5,1988.61,9943.05,Cash,Bola
02/01/2025,Central Area,Beverages,Water,-1,987.85,0,Cash,Dami
02/01/2025,Wuse,Uncategorised,Unknown Product,1000,-145.97,0,,Fatima
02/01/2025,Wuse,Beverages,Coca-Cola,5,1950.16,9750.8,Transfer,Emeka
02/01/2025,Maitama,Uncategorised,Unknown Product,10,680.19,6801.9,,Emeka
02/01/2025,Central Area,Beverages,Fanta,13,1678.62,21822.06,Transfer,Fatima
